,period,stateid,stateName,sector,sectorName,entityid,entityName,plantid,plantName,generatorid,unit,technology,energy_source_code,energy-source-desc,prime_mover_code,balancing_authority_code,balancing-authority-name,status,statusDescription,county,latitude,longitude,nameplate-capacity-mw,net-summer-capacity-mw,net-winter-capacity-mw,operating-year-month,planned-derate-summer-cap-mw,planned-derate-year-month,planned-retirement-year-month,planned-uprate-summer-cap-mw,planned-uprate-year-month,nameplate-capacity-mw-units,net-summer-capacity-mw-units,net-winter-capacity-mw-units,planned-derate-summer-cap-mw-units,planned-uprate-summer-cap-mw-units
84,2022-11,WA,Washington,electric-utility,Electric Utility,19400,USACE Northwestern Division,3925,Ice Harbor,3,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OA,Out of service but expected to return to service in next calendar year,Walla Walla,46.249801,-118.879838,90.0,76.0,76.0,1962-03,,,,,,MW,MW,MW,MW,MW
85,2022-11,WA,Washington,electric-utility,Electric Utility,19400,USACE Northwestern Division,3925,Ice Harbor,4,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Walla Walla,46.249801,-118.879838,111.0,87.0,87.0,1975-12,,,,,,MW,MW,MW,MW,MW
86,2022-11,WA,Washington,electric-utility,Electric Utility,19400,USACE Northwestern Division,3925,Ice Harbor,5,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Walla Walla,46.249801,-118.879838,111.0,87.0,87.0,1975-12,,,,,,MW,MW,MW,MW,MW
87,2022-11,WA,Washington,electric-utility,Electric Utility,19400,USACE Northwestern Division,3925,Ice Harbor,6,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Walla Walla,46.249801,-118.879838,111.0,87.0,87.0,1976-02,,,,,,MW,MW,MW,MW,MW
88,2022-11,WA,Washington,electric-utility,Electric Utility,19400,USACE Northwestern Division,3926,Little Goose,1,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OA,Out of service but expected to return to service in next calendar year,Columbia,46.5838,-118.0273,135.0,135.0,135.0,1970-04,,,,,,MW,MW,MW,MW,MW
89,2022-11,WA,Washington,electric-utility,Electric Utility,19400,USACE Northwestern Division,3926,Little Goose,2,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OA,Out of service but expected to return to service in next calendar year,Columbia,46.5838,-118.0273,135.0,135.0,135.0,1970-04,,,,,,MW,MW,MW,MW,MW
90,2022-11,WA,Washington,electric-utility,Electric Utility,19400,USACE Northwestern Division,3926,Little Goose,3,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OA,Out of service but expected to return to service in next calendar year,Columbia,46.5838,-118.0273,135.0,135.0,135.0,1971-01,,,,,,MW,MW,MW,MW,MW
91,2022-11,WA,Washington,electric-utility,Electric Utility,19400,USACE Northwestern Division,3926,Little Goose,4,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Columbia,46.5838,-118.0273,135.0,135.0,135.0,1978-02,,,,,,MW,MW,MW,MW,MW
92,2022-11,WA,Washington,electric-utility,Electric Utility,19400,USACE Northwestern Division,3926,Little Goose,5,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OS,Out of service and NOT expected to return to service in next calendar year,Columbia,46.5838,-118.0273,135.0,135.0,135.0,1978-06,,,,,,MW,MW,MW,MW,MW
93,2022-11,WA,Washington,electric-utility,Electric Utility,19400,USACE Northwestern Division,3926,Little Goose,6,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Columbia,46.5838,-118.0273,135.0,135.0,135.0,1978-06,,,,,,MW,MW,MW,MW,MW
94,2022-11,WA,Washington,electric-utility,Electric Utility,19400,USACE Northwestern Division,3927,Lower Monumental,1,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Walla Walla,46.5635,-118.5397,135.0,135.0,135.0,1969-06,,,,,,MW,MW,MW,MW,MW
95,2022-11,WA,Washington,electric-utility,Electric Utility,19400,USACE Northwestern Division,3927,Lower Monumental,2,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OA,Out of service but expected to return to service in next calendar year,Walla Walla,46.5635,-118.5397,135.0,135.0,135.0,1969-10,,,,,,MW,MW,MW,MW,MW
96,2022-11,WA,Washington,electric-utility,Electric Utility,19400,USACE Northwestern Division,3927,Lower Monumental,3,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Walla Walla,46.5635,-118.5397,135.0,135.0,135.0,1970-02,,,,,,MW,MW,MW,MW,MW
97,2022-11,WA,Washington,electric-utility,Electric Utility,19400,USACE Northwestern Division,3927,Lower Monumental,4,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Walla Walla,46.5635,-118.5397,135.0,135.0,135.0,1979-03,,,,,,MW,MW,MW,MW,MW
98,2022-11,WA,Washington,electric-utility,Electric Utility,19400,USACE Northwestern Division,3927,Lower Monumental,5,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Walla Walla,46.5635,-118.5397,135.0,115.0,115.0,1979-04,,,,,,MW,MW,MW,MW,MW
99,2022-11,WA,Washington,electric-utility,Electric Utility,19400,USACE Northwestern Division,3927,Lower Monumental,6,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Walla Walla,46.5635,-118.5397,135.0,135.0,135.0,1979-07,,,,,,MW,MW,MW,MW,MW
100,2022-11,MT,Montana,electric-utility,Electric Utility,19400,USACE Northwestern Division,6172,Libby,1,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Lincoln,48.4098,-115.3143,105.0,105.0,105.0,1975-08,,,,,,MW,MW,MW,MW,MW
101,2022-11,WA,Washington,electric-utility,Electric Utility,14354,PacifiCorp,55662,Chehalis Generating Facility,CT1,CC1,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,BPAT,Bonneville Power Administration,OP,Operating,Lewis,46.6225,-122.9131,234.0,160.0,170.0,2003-08,,,2043-12,,,MW,MW,MW,MW,MW
102,2022-11,WA,Washington,electric-utility,Electric Utility,14354,PacifiCorp,55662,Chehalis Generating Facility,CT2,CC1,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,BPAT,Bonneville Power Administration,OP,Operating,Lewis,46.6225,-122.9131,234.0,160.0,170.0,2003-08,,,2043-12,,,MW,MW,MW,MW,MW
103,2022-11,OR,Oregon,electric-utility,Electric Utility,14354,PacifiCorp,56360,Leaning Juniper,1,,Onshore Wind Turbine,WND,Wind,WT,BPAT,Bonneville Power Administration,OP,Operating,Gilliam,45.652457,-120.209783,110.4,100.5,100.5,2006-10,,,,,,MW,MW,MW,MW,MW
104,2022-11,WA,Washington,electric-utility,Electric Utility,14354,PacifiCorp,56666,Goodnoe Hills,1,,Onshore Wind Turbine,WND,Wind,WT,BPAT,Bonneville Power Administration,OP,Operating,Klickitat,45.781825,-120.521151,103.4,94.0,94.0,2008-06,,,,,,MW,MW,MW,MW,MW
105,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3075,Bonneville,4,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Multnomah,45.6441,-121.941009,62.1,62.1,62.1,1941-02,,,,,,MW,MW,MW,MW,MW
106,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3075,Bonneville,5,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Multnomah,45.6441,-121.941009,62.1,62.1,62.1,1941-10,,,,,,MW,MW,MW,MW,MW
107,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3075,Bonneville,6,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Multnomah,45.6441,-121.941009,62.1,62.1,62.1,1942-06,,,,,,MW,MW,MW,MW,MW
108,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3075,Bonneville,7,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Multnomah,45.6441,-121.941009,62.1,62.1,62.1,1943-04,,,,,,MW,MW,MW,MW,MW
109,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3075,Bonneville,8,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Multnomah,45.6441,-121.941009,62.1,62.1,62.1,1943-07,,,,,,MW,MW,MW,MW,MW
110,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3075,Bonneville,9,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Multnomah,45.6441,-121.941009,62.1,62.1,62.1,1943-10,,,,,,MW,MW,MW,MW,MW
111,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3075,Bonneville,F1,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Multnomah,45.6441,-121.941009,13.1,13.1,13.1,1982-01,,,,,,MW,MW,MW,MW,MW
112,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3075,Bonneville,F2,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OA,Out of service but expected to return to service in next calendar year,Multnomah,45.6441,-121.941009,13.1,13.1,13.1,1981-11,,,,,,MW,MW,MW,MW,MW
113,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3077,Detroit,1,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OS,Out of service and NOT expected to return to service in next calendar year,Marion,44.7224,-122.2511,50.0,50.0,50.0,1953-11,,,,,,MW,MW,MW,MW,MW
114,2022-11,ID,Idaho,electric-utility,Electric Utility,19400,USACE Northwestern Division,840,Dworshak,1,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OA,Out of service but expected to return to service in next calendar year,Clearwater,46.5143,-116.2977,103.0,103.0,90.0,1975-06,,,,,,MW,MW,MW,MW,MW
115,2022-11,ID,Idaho,electric-utility,Electric Utility,19400,USACE Northwestern Division,840,Dworshak,2,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Clearwater,46.5143,-116.2977,103.0,103.0,90.0,1975-09,,,,,,MW,MW,MW,MW,MW
116,2022-11,ID,Idaho,electric-utility,Electric Utility,19400,USACE Northwestern Division,840,Dworshak,3,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Clearwater,46.5143,-116.2977,259.0,259.0,220.0,1974-09,,,,,,MW,MW,MW,MW,MW
117,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3076,Cougar,1,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Lane,44.1307,-122.2439,13.0,13.0,13.0,1964-04,,,,,,MW,MW,MW,MW,MW
118,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3076,Cougar,2,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Lane,44.1307,-122.2439,13.0,13.0,13.0,1964-03,,,,,,MW,MW,MW,MW,MW
119,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3077,Detroit,2,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Marion,44.7224,-122.2511,50.0,50.0,50.0,1953-07,,,,,,MW,MW,MW,MW,MW
120,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3078,Dexter,1,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Lane,43.9242,-122.8055,15.0,15.0,15.0,1955-06,,,,,,MW,MW,MW,MW,MW
121,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3080,Green Peter,1,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Linn,44.4494,-122.5494,40.0,40.0,40.0,1967-07,,,,,,MW,MW,MW,MW,MW
122,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3080,Green Peter,2,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Linn,44.4494,-122.5494,40.0,40.0,40.0,1967-07,,,,,,MW,MW,MW,MW,MW
123,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3081,Hills Creek,1,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Lane,43.7107,-122.4238,15.0,15.0,15.0,1962-02,,,,,,MW,MW,MW,MW,MW
124,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3081,Hills Creek,2,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Lane,43.7107,-122.4238,15.0,15.0,15.0,1962-02,,,,,,MW,MW,MW,MW,MW
125,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3082,John Day,1,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Sherman,45.71644,-120.69408,135.0,135.0,135.0,1968-08,,,,,,MW,MW,MW,MW,MW
126,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3082,John Day,10,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Sherman,45.71644,-120.69408,135.0,135.0,135.0,1969-09,,,,,,MW,MW,MW,MW,MW
127,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,3082,John Day,11,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Sherman,45.71644,-120.69408,135.0,118.0,118.0,1970-03,,,,,,MW,MW,MW,MW,MW
128,2022-11,MT,Montana,electric-utility,Electric Utility,19400,USACE Northwestern Division,6172,Libby,2,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Lincoln,48.4098,-115.3143,105.0,105.0,105.0,1975-10,,,,,,MW,MW,MW,MW,MW
129,2022-11,MT,Montana,electric-utility,Electric Utility,19400,USACE Northwestern Division,6172,Libby,3,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Lincoln,48.4098,-115.3143,105.0,105.0,105.0,1976-01,,,,,,MW,MW,MW,MW,MW
130,2022-11,MT,Montana,electric-utility,Electric Utility,19400,USACE Northwestern Division,6172,Libby,4,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Lincoln,48.4098,-115.3143,105.0,105.0,105.0,1976-04,,,,,,MW,MW,MW,MW,MW
131,2022-11,MT,Montana,electric-utility,Electric Utility,19400,USACE Northwestern Division,6172,Libby,5,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Lincoln,48.4098,-115.3143,105.0,105.0,105.0,1984-09,,,,,,MW,MW,MW,MW,MW
132,2022-11,WA,Washington,electric-utility,Electric Utility,19400,USACE Northwestern Division,6175,Lower Granite,1,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OA,Out of service but expected to return to service in next calendar year,Whitman,46.659503,-117.429385,135.0,135.0,135.0,1975-04,,,,,,MW,MW,MW,MW,MW
133,2022-11,WA,Washington,electric-utility,Electric Utility,19400,USACE Northwestern Division,6175,Lower Granite,2,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Whitman,46.659503,-117.429385,135.0,127.0,127.0,1975-05,,,,,,MW,MW,MW,MW,MW
134,2022-11,WA,Washington,electric-utility,Electric Utility,19400,USACE Northwestern Division,6175,Lower Granite,3,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Whitman,46.659503,-117.429385,135.0,135.0,135.0,1975-06,,,,,,MW,MW,MW,MW,MW
135,2022-11,WA,Washington,electric-utility,Electric Utility,19400,USACE Northwestern Division,6175,Lower Granite,4,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Whitman,46.659503,-117.429385,135.0,135.0,135.0,1978-02,,,,,,MW,MW,MW,MW,MW
136,2022-11,WA,Washington,electric-utility,Electric Utility,19400,USACE Northwestern Division,6175,Lower Granite,5,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Whitman,46.659503,-117.429385,135.0,135.0,135.0,1978-04,,,,,,MW,MW,MW,MW,MW
137,2022-11,WA,Washington,electric-utility,Electric Utility,19400,USACE Northwestern Division,6175,Lower Granite,6,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Whitman,46.659503,-117.429385,135.0,135.0,135.0,1978-04,,,,,,MW,MW,MW,MW,MW
138,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,6552,Foster,1,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Linn,44.4146,-122.6712,10.0,10.0,10.0,1968-09,,,,,,MW,MW,MW,MW,MW
139,2022-11,OR,Oregon,electric-utility,Electric Utility,19400,USACE Northwestern Division,6552,Foster,2,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Linn,44.4146,-122.6712,10.0,10.0,10.0,1968-10,,,,,,MW,MW,MW,MW,MW
140,2022-11,WA,Washington,ipp-non-chp,IPP Non-CHP,49893,Invenergy Services LLC,7999,Grays Harbor Energy Facility,CT1,CC01,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,BPAT,Bonneville Power Administration,OP,Operating,Grays Harbor,46.9692,-123.48,198.9,151.0,188.0,2008-05,,,,,,MW,MW,MW,MW,MW
141,2022-11,WA,Washington,ipp-non-chp,IPP Non-CHP,49893,Invenergy Services LLC,7999,Grays Harbor Energy Facility,CT2,CC01,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,BPAT,Bonneville Power Administration,OP,Operating,Grays Harbor,46.9692,-123.48,198.9,153.0,190.0,2008-05,,,,,,MW,MW,MW,MW,MW
142,2022-11,WA,Washington,ipp-non-chp,IPP Non-CHP,49893,Invenergy Services LLC,7999,Grays Harbor Energy Facility,ST1,CC01,Natural Gas Fired Combined Cycle,NG,Natural Gas,CA,BPAT,Bonneville Power Administration,OP,Operating,Grays Harbor,46.9692,-123.48,317.1,291.0,291.0,2008-05,,,,,,MW,MW,MW,MW,MW
143,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,63339,"Fort Rock Solar I, LLC",63636,Fort Rock I,FR1,,Solar Photovoltaic,SUN,Solar,PV,BPAT,Bonneville Power Administration,OP,Operating,Lake,43.320081,-121.003496,9.9,9.9,9.9,2020-03,,,,,,MW,MW,MW,MW,MW
144,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,59496,Allete Clean Energy,55739,Condon Windpower LLC,GEN1,,Onshore Wind Turbine,WND,Wind,WT,BPAT,Bonneville Power Administration,OP,Operating,Gilliam,45.2766,-120.2794,24.6,24.6,24.6,2001-12,,,,,,MW,MW,MW,MW,MW
145,2022-11,OR,Oregon,ipp-non-chp,IPP Non-CHP,59496,Allete Clean Energy,55739,Condon Windpower LLC,GEN2,,Onshore Wind Turbine,WND,Wind,WT,BPAT,Bonneville Power Administration,OP,Operating,Gilliam,45.2766,-120.2794,25.2,25.2,25.2,2002-05,,,,,,MW,MW,MW,MW,MW
146,2022-11,WA,Washington,electric-utility,Electric Utility,14624,PUD No 2 of Grant County,3887,Priest Rapids,10,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Grant,46.6451,-119.908,95.0,95.0,95.0,1959-11,,,,,,MW,MW,MW,MW,MW
147,2022-11,WA,Washington,electric-utility,Electric Utility,14624,PUD No 2 of Grant County,3887,Priest Rapids,2,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Grant,46.6451,-119.908,97.8,95.0,95.0,1961-05,,,,,,MW,MW,MW,MW,MW
148,2022-11,WA,Washington,electric-utility,Electric Utility,14624,PUD No 2 of Grant County,3887,Priest Rapids,3,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Grant,46.6451,-119.908,95.0,95.0,95.0,1960-09,,,,,,MW,MW,MW,MW,MW
149,2022-11,WA,Washington,electric-utility,Electric Utility,14624,PUD No 2 of Grant County,3887,Priest Rapids,4,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Grant,46.6451,-119.908,95.0,95.0,95.0,1960-09,,,,,,MW,MW,MW,MW,MW
150,2022-11,WA,Washington,electric-utility,Electric Utility,14624,PUD No 2 of Grant County,3887,Priest Rapids,5,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Grant,46.6451,-119.908,95.0,95.0,95.0,1960-04,,,,,,MW,MW,MW,MW,MW
151,2022-11,WA,Washington,electric-utility,Electric Utility,14624,PUD No 2 of Grant County,3887,Priest Rapids,6,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Grant,46.6451,-119.908,95.0,95.0,95.0,1960-02,,,,,,MW,MW,MW,MW,MW
152,2022-11,WA,Washington,electric-utility,Electric Utility,14624,PUD No 2 of Grant County,3887,Priest Rapids,7,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Grant,46.6451,-119.908,95.0,95.0,95.0,1960-01,,,,,,MW,MW,MW,MW,MW
153,2022-11,WA,Washington,electric-utility,Electric Utility,14624,PUD No 2 of Grant County,3887,Priest Rapids,8,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Grant,46.6451,-119.908,95.0,95.0,95.0,1959-12,,,,,,MW,MW,MW,MW,MW
154,2022-11,WA,Washington,electric-utility,Electric Utility,14624,PUD No 2 of Grant County,3887,Priest Rapids,9,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Grant,46.6451,-119.908,97.8,95.0,95.0,1959-10,,,,,,MW,MW,MW,MW,MW
155,2022-11,WA,Washington,industrial-chp,Industrial CHP,17164,Sierra Pacific Industries,55882,Sierra Pacific Aberdeen,GEN1,,Wood/Wood Waste Biomass,WDS,Wood Waste Solids,ST,BPAT,Bonneville Power Administration,OP,Operating,Grays Harbor,46.9728,-123.7739,18.0,17.4,18.0,2003-03,,,,,,MW,MW,MW,MW,MW
156,2022-11,WA,Washington,electric-utility,Electric Utility,19400,USACE Northwestern Division,3921,Chief Joseph,15,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Douglas,47.9951,-119.6404,88.2,88.2,88.2,1957-09,,,,,,MW,MW,MW,MW,MW
157,2022-11,WA,Washington,electric-utility,Electric Utility,19400,USACE Northwestern Division,3921,Chief Joseph,16,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Douglas,47.9951,-119.6404,88.2,88.2,88.2,1957-11,,,,,,MW,MW,MW,MW,MW
158,2022-11,WA,Washington,electric-utility,Electric Utility,19400,USACE Northwestern Division,3921,Chief Joseph,17,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Douglas,47.9951,-119.6404,95.0,95.0,95.0,1977-07,,,,,,MW,MW,MW,MW,MW
159,2022-11,WA,Washington,electric-utility,Electric Utility,19400,USACE Northwestern Division,3921,Chief Joseph,18,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Douglas,47.9951,-119.6404,95.0,95.0,95.0,1977-08,,,,,,MW,MW,MW,MW,MW
160,2022-11,WA,Washington,electric-utility,Electric Utility,19400,USACE Northwestern Division,3921,Chief Joseph,19,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Douglas,47.9951,-119.6404,95.0,95.0,95.0,1977-11,,,,,,MW,MW,MW,MW,MW
161,2022-11,WA,Washington,electric-utility,Electric Utility,19400,USACE Northwestern Division,3921,Chief Joseph,2,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Douglas,47.9951,-119.6404,88.2,88.2,88.2,1958-07,,,,,,MW,MW,MW,MW,MW
162,2022-11,WA,Washington,electric-utility,Electric Utility,19400,USACE Northwestern Division,3921,Chief Joseph,20,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OA,Out of service but expected to return to service in next calendar year,Douglas,47.9951,-119.6404,95.0,95.0,95.0,1978-06,,,,,,MW,MW,MW,MW,MW
163,2022-11,WA,Washington,electric-utility,Electric Utility,19400,USACE Northwestern Division,3921,Chief Joseph,21,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Douglas,47.9951,-119.6404,95.0,95.0,95.0,1978-06,,,,,,MW,MW,MW,MW,MW
164,2022-11,WA,Washington,electric-utility,Electric Utility,19400,USACE Northwestern Division,3921,Chief Joseph,22,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Douglas,47.9951,-119.6404,95.0,95.0,95.0,1978-06,,,,,,MW,MW,MW,MW,MW
165,2022-11,WA,Washington,electric-utility,Electric Utility,19400,USACE Northwestern Division,3921,Chief Joseph,23,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Douglas,47.9951,-119.6404,95.0,95.0,95.0,1978-09,,,,,,MW,MW,MW,MW,MW
166,2022-11,WA,Washington,electric-utility,Electric Utility,19400,USACE Northwestern Division,3921,Chief Joseph,24,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Douglas,47.9951,-119.6404,95.0,95.0,95.0,1979-01,,,,,,MW,MW,MW,MW,MW
167,2022-11,WA,Washington,electric-utility,Electric Utility,19400,USACE Northwestern Division,3921,Chief Joseph,25,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Douglas,47.9951,-119.6404,95.0,95.0,95.0,1979-01,,,,,,MW,MW,MW,MW,MW
168,2022-11,WA,Washington,electric-utility,Electric Utility,19400,USACE Northwestern Division,3921,Chief Joseph,26,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Douglas,47.9951,-119.6404,95.0,95.0,95.0,1979-02,,,,,,MW,MW,MW,MW,MW
169,2022-11,WA,Washington,electric-utility,Electric Utility,19400,USACE Northwestern Division,3921,Chief Joseph,27,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OA,Out of service but expected to return to service in next calendar year,Douglas,47.9951,-119.6404,95.0,95.0,95.0,1979-05,,,,,,MW,MW,MW,MW,MW
170,2022-11,WA,Washington,electric-utility,Electric Utility,19400,USACE Northwestern Division,3921,Chief Joseph,3,,Conventional Hydroelectric,WAT,Water,HY,BPAT,Bonneville Power Administration,OP,Operating,Douglas,47.9951,-119.6404,88.2,88.2,88.2,1958-05,,,,,,MW,MW,MW,MW,MW
